Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,DB pension entitlements,DC pension entitlements,Unincorporated businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2005:Q3,GenX,4662816,8246038,4036891,833315,681657,321038,497830,871242,1004065,3583223,2730748,833528,18947
2005:Q3,Millennial,231579,364388,163876,77413,7202,1034,5945,59880,49038,132809,57324,75151,334
2005:Q4,Silent,26531000,28300940,7862047,1328941,5134981,4194023,1076145,3064260,5640543,1769940,1200432,356525,212983
2005:Q4,BabyBoom,28137040,34123150,10979987,1834608,4828380,5084829,3294730,3761040,4339576,5986110,4761181,1030076,194853
2005:Q4,GenX,4901135,8644264,4266467,860006,676925,353742,533806,901566,1051753,3743129,2873707,849458,19964
2005:Q4,Millennial,247859,400019,183164,82714,5659,1490,6797,67330,52865,152160,67547,84496,117
2006:Q1,Silent,26955360,28766585,7839813,1311347,5659930,4135469,1082824,3075535,5661667,1811225,1228677,354084,228464
2006:Q1,BabyBoom,29154050,35240233,10955509,1854875,5457975,5240289,3402590,3815164,4513831,6086183,4840917,1036268,208998
2006:Q1,GenX,5250854,9176748,4383194,900647,927122,387288,566427,916071,1095999,3925893,3048570,854759,22564
2006:Q1,Millennial,273737,455251,196118,93942,20530,1765,7537,72057,63302,181515,88774,92474,267
2006:Q2,Silent,26764793,28607984,7856607,1310355,5537015,4074099,1076444,3140262,5613202,1843191,1254363,349755,239073
2006:Q2,BabyBoom,29480552,35685781,11113505,1871174,5336482,5382537,3430520,3931233,4620330,6205228,4950134,1037896,217198
2006:Q2,GenX,5273403,9366622,4577135,927848,826778,420609,535933,954607,1123713,4093219,3208214,859859,25146
2006:Q2,Millennial,275404,477310,207249,99854,12839,2362,5380,82051,67576,201906,99379,102101,426
2006:Q3,Silent,26819506,28687447,7840057,1311917,5679908,4012968,1082374,3193821,5566401,1867941,1271327,349202,247412
2006:Q3,BabyBoom,30200526,36518151,11248746,1887479,5530449,5540496,3537552,4036888,4736540,6317625,5040097,1054347,223181
2006:Q3,GenX,5501246,9751148,4742968,953825,874025,454932,568107,989078,1168212,4249902,3333163,889385,27354
2006:Q3,Millennial,286873,509802,215257,105056,14899,2623,6018,91782,74167,222928,103836,118507,585
2006:Q4,Silent,26954366,28850549,7793056,1299709,6012885,3951832,1094464,3219718,5478885,1896183,1279355,348463,268365
2006:Q4,BabyBoom,31062918,37457302,11270281,1901021,5960171,5708417,3682691,4112407,4822315,6394385,5077456,1068194,248735
2006:Q4,GenX,5851474,10222330,4843019,984156,1037178,489993,632853,1011893,1223238,4370855,3429863,908216,32776
2006:Q4,Millennial,309697,555598,223592,113373,26011,2620,8378,99368,82255,245900,112670,131843,1387
2007:Q1,Silent,27007593,28906322,7683395,1278002,6231738,3888550,1096247,3200861,5527529,1898729,1293176,338764,266789
2007:Q1,BabyBoom,31705626,38097187,11109652,1916762,6258891,5862476,3756823,4136622,5055961,6391561,5095488,1054608,241465
2007:Q1,GenX,6010523,10514430,4866105,1023401,1138412,524774,642980,1014763,1303994,4503907,3567181,904759,31967
2007:Q1,Millennial,306852,591464,226059,126466,33120,2933,8019,102424,92442,284612,141409,142041,1162
2007:Q2,Silent,26893456,28823649,7606515,1264462,6366367,3819526,1106771,3221895,5438113,1930193,1305324,337723,287146
2007:Q2,BabyBoom,32220945,38695670,11011456,1931710,6459229,6002861,3912720,4207304,5170390,6474725,5140956,1066154,267615
2007:Q2,GenX,6205121,10847594,4928619,1058081,1193344,593914,714015,1036213,1323408,4642474,3690747,918202,33525
2007:Q2,Millennial,312004,627026,225989,137369,36859,7323,10909,110090,98488,315022,158168,154887,1967
2007:Q3,Silent,26990281,28917072,7496029,1253333,6394525,3751038,1108872,3218246,5695028,1926791,1314209,338082,274500
2007:Q3,BabyBoom,32846057,39380071,10923646,1942121,6528796,6129627,4001175,4248707,5605999,6534014,5202127,1086050,245837
2007:Q3,GenX,6286633,11073452,4953889,1086661,1184221,661881,734735,1046565,1405499,4786819,3794137,954482,38200
2007:Q3,Millennial,289850,630632,217617,145826,35091,12319,11115,115096,93568,340782,162200,176938,1644
2007:Q4,Silent,26387025,28304345,7347070,1240555,6026669,3740635,1073175,3125770,5750471,1917319,1314504,333947,268868
2007:Q4,BabyBoom,32885471,39490595,10822112,1969844,6297394,6222461,3975841,4217632,5985311,6605124,5236964,1102767,265393
2007:Q4,GenX,6085743,10956408,4858784,1103703,1077929,686160,723048,1026915,1479869,4870665,3845571,982779,42315
2007:Q4,Millennial,311741,684001,242647,160688,27345,17534,11306,113689,110792,372260,180095,189984,2181
2008:Q1,Silent,25433797,27344275,7075002,1239216,5551750,3728079,1025154,2910836,5814238,1910478,1311762,321106,277610
2008:Q1,BabyBoom,32404418,39048489,10561700,1997527,5923335,6299310,3827748,4034547,6404322,6644071,5243262,1091263,309546
2008:Q1,GenX,5631633,10559374,4713295,1114820,895461,709850,621317,947726,1556905,4927741,3889773,989993,47975
2008:Q1,Millennial,276129,684669,245764,171815,11455,23573,5945,95010,131108,408540,205326,199646,3568
2008:Q2,Silent,24783102,26640310,6810140,1239668,5269742,3717690,998614,2831327,5773129,1857209,1302222,314083,240904
2008:Q2,BabyBoom,32380335,38866600,10367578,2016981,5787312,6396747,3815644,4008980,6473357,6486265,5111022,1098060,277183
2008:Q2,GenX,5386676,10376697,4619221,1114383,838453,734481,632846,932448,1504865,4990021,3941056,1002507,46458
2008:Q2,Millennial,200054,692925,247026,177709,6987,29301,7639,93725,130538,492871,284982,205803,2086
2008:Q3,Silent,23836530,25701605,6589816,1227526,4646969,3704843,945925,2703063,5883464,1865076,1287912,304171,272993
2008:Q3,BabyBoom,31557060,38175673,10160139,2036988,5213963,6475562,3649638,3919924,6719459,6618613,5156999,1095202,366412
2008:Q3,GenX,4879671,9865072,4485722,1123007,537378,758368,512719,892646,1555231,4985401,3903690,1023101,58610
2008:Q3,Millennial,225944,716247,259553,190211,0,36004,659,84800,145020,490303,263241,221340,5722
2008:Q4,Silent,22864261,24617501,6381131,1199329,3783346,3687982,878219,2517626,6169868,1753239,1270159,294406,188674
2008:Q4,BabyBoom,30305061,36792410,9956329,2042462,4324399,6523521,3321358,3755655,6868685,6487349,5149139,1089919,248291
2008:Q4,GenX,4114513,9064402,4332747,1122544,0,780935,294914,823534,1709728,4949889,3862325,1029634,57930
2008:Q4,Millennial,258446,748962,279144,201912,0,44214,0,66088,157604,490516,258443,229830,2243
2009:Q1,Silent,22032212,23734092,6166823,1175941,3293436,3667142,840075,2344505,6246170,1701880,1259945,277114,164821
2009:Q1,BabyBoom,29545545,36033743,9756599,2047238,3924100,6541628,3249612,3600747,6913820,6488198,5198832,1055268,234098
2009:Q1,GenX,3923178,8836469,4201834,1117816,0,802163,256218,758985,1699453,4913291,3846150,1011597,55544
2009:Q1,Millennial,288773,766175,294157,211061,0,54048,114,47737,159058,477401,241659,234164,1578
2009:Q2,Silent,21817095,23491255,5938536,1163483,3759576,3652502,844405,2137084,5995669,1674160,1246365,266272,161523
2009:Q2,BabyBoom,30094707,36529912,9603116,2056455,4705156,6612699,3492136,3396929,6663421,6435205,5134740,1043565,256900
2009:Q2,GenX,4260026,9173275,4144184,1111280,309550,825661,435985,675731,1670884,4913248,3849346,1003577,60325
2009:Q2,Millennial,264977,783491,304384,217298,0,62480,1162,22208,175960,518514,281123,235459,1932
2009:Q3,Silent,21944414,23591192,5743713,1150225,4191960,3638246,847388,2058624,5961036,1646777,1230387,256378,160012
2009:Q3,BabyBoom,31085380,37545482,9515429,2061838,5425115,6688857,3744195,3349721,6760327,6460102,5139599,1036641,283862
2009:Q3,GenX,4825607,9719826,4100347,1098671,744577,849324,632558,656346,1638004,4894220,3811214,1016571,66435
2009:Q3,Millennial,296980,820724,317564,220534,3248,71239,12198,17270,178672,523744,272227,249120,2397
2009:Q4,Silent,21597113,23217282,5622741,1132608,4188101,3620951,830395,1966731,5855755,1620169,1215436,246166,158567
2009:Q4,BabyBoom,31389318,37810076,9446386,2080974,5596188,6742803,3858771,3282038,6802916,6420758,5078999,1028758,313001
2009:Q4,GenX,5008619,9904949,4032990,1108949,856748,871889,724908,629360,1680105,4896330,3803521,1022234,70575
2009:Q4,Millennial,351951,921817,351067,237603,18513,81469,20429,9553,203183,569865,308796,257859,3210
2010:Q1,Silent,21586322,23182211,5512155,1113247,4293985,3620770,816223,1974255,5851577,1595889,1192540,230862,172487
2010:Q1,BabyBoom,32221503,38566697,9460403,2088859,5900721,6934352,3970110,3341703,6870548,6345194,4978124,999986,367084
2010:Q1,GenX,5276200,10129660,3988363,1102429,1030230,900601,819725,652136,1636176,4853460,3758172,1003922,91366
2010:Q1,Millennial,403491,1015659,384861,246268,42101,86543,29553,19041,207293,612168,346624,258287,7257
2010:Q2,Silent,21065925,22629743,5402266,1088541,3868587,3615716,775934,2059785,5818915,1563819,1175402,221277,167140
2010:Q2,BabyBoom,32320689,38578249,9465142,2093527,5533857,7131472,3863030,3507575,6983647,6257560,4874161,993871,389528
2010:Q2,GenX,5028581,9879356,3970120,1093551,864679,900148,741506,714076,1595276,4850775,3751987,1002366,96422
2010:Q2,Millennial,373899,1054381,419476,255292,23794,78275,24500,42680,210364,680483,411305,260939,8239
2010:Q3,Silent,21268953,22791974,5321727,1071473,4194223,3617624,770337,2082977,5733613,1523021,1156869,213084,153068
2010:Q3,BabyBoom,33569719,39780665,9424917,2102951,6113106,7385163,4080515,3593871,7080142,6210946,4818423,994497,398026
2010:Q3,GenX,5486636,10317228,3909185,1083806,1164594,902113,910324,743947,1603258,4830592,3716427,1020379,93786
2010:Q3,Millennial,444524,1168177,452533,262135,65182,66971,40581,55513,225262,723653,440035,275765,7853
2010:Q4,Silent,21476957,22969726,5192184,1055403,4499058,3565115,764378,2060019,5833570,1492769,1112894,221002,158873
2010:Q4,BabyBoom,34355191,40531902,9270832,2098748,6547524,7639844,4259709,3633686,7081559,6176711,4725466,1039816,411429
2010:Q4,GenX,6066335,10909100,3909120,1103918,1395633,941023,1048753,830294,1680359,4842765,3672659,1075244,94862
2010:Q4,Millennial,481698,1248486,468303,277433,90899,65811,52673,58158,235209,766788,446880,310749,9159
2011:Q1,Silent,21485982,22945720,5066034,1051374,4753526,3498197,755607,2011740,5809242,1459739,1080464,213611,165664
2011:Q1,BabyBoom,34907149,40983735,9068254,2102512,6928724,7776989,4365600,3640353,7101303,6076585,4626580,1019526,430479
2011:Q1,GenX,6546484,11412881,3904179,1124316,1600384,974211,1140829,905688,1763274,4866397,3706658,1066787,92952
2011:Q1,Millennial,473824,1319018,471145,290061,114441,70273,61463,55816,255819,845194,506424,328386,10384
2011:Q2,Silent,21350949,22772182,5000786,1038590,4702842,3430216,735702,1970698,5893349,1421234,1047255,212799,161180
2011:Q2,BabyBoom,35138223,41152095,8949891,2107209,6914076,7901258,4393470,3658351,7227840,6013872,4566783,1023871,423218
2011:Q2,GenX,6858282,11730742,3951526,1152220,1619817,1006565,1163454,986949,1850211,4872460,3714272,1070010,88178
2011:Q2,Millennial,497435,1386221,492361,311055,112891,75707,63779,54692,275736,888787,532358,346397,10032
2011:Q3,Silent,20648166,22032054,4899487,1044438,4019554,3356371,692088,1946999,6073116,1383888,1014906,211031,157951
2011:Q3,BabyBoom,34458818,40400817,8885481,2111525,6050584,7973919,4178178,3701976,7499153,5941999,4496510,1027882,417607
2011:Q3,GenX,6553750,11456067,4024603,1161098,1228484,1036243,979289,1079650,1946701,4902317,3727245,1086947,88125
2011:Q3,Millennial,377538,1334368,494048,313568,49038,84094,45370,57290,290959,956829,569732,376315,10782
2011:Q4,Silent,20761846,22108826,4829872,1030284,4221052,3292783,685092,1934815,6114928,1346980,983610,211258,152112
2011:Q4,BabyBoom,35078123,40981980,8761985,2109455,6366945,8122037,4322250,3763261,7536047,5903857,4459507,1037790,406560
2011:Q4,GenX,7099294,12019395,4029819,1177068,1408674,1069261,1099656,1180838,2054078,4920101,3728972,1102238,88891
2011:Q4,Millennial,433966,1433177,514046,327846,69102,89073,57207,62803,313100,999211,582850,404939,11422
2012:Q1,Silent,20983151,22294657,4763530,1013202,4662380,3232037,679875,1875319,6068314,1311506,950268,204931,156307
2012:Q1,BabyBoom,36013848,41798305,8614626,2112099,7022901,8286538,4550612,3757237,7454292,5784457,4342000,1021977,420480
2012:Q1,GenX,7807970,12731977,4026678,1202566,1750398,1102835,1286518,1258312,2104670,4924007,3742841,1093461,87705
2012:Q1,Millennial,475857,1565703,536843,351048,116188,93441,76440,57010,334733,1089846,652852,424673,12321
2012:Q2,Silent,20731912,22008386,4718750,1008521,4492288,3164455,660062,1862799,6101512,1276474,918785,204527,153162
2012:Q2,BabyBoom,36130482,41860282,8665992,2111559,6839572,8389263,4493234,3819328,7541334,5729800,4283663,1029391,416746
2012:Q2,GenX,8020876,12951983,4176241,1211216,1690500,1133249,1250225,1363512,2127040,4931107,3740396,1103771,86940
2012:Q2,Millennial,441185,1585605,555127,357669,99233,101339,73019,62813,336405,1144419,678986,452779,12654
