bioguide,name,birthday,chamber,start,end,state,seat
W000802,Sheldon Whitehouse,1955-10-20,sen,2019-01-03,2025-01-03,RI,1
W000802,Sheldon Whitehouse,1955-10-20,sen,2025-01-03,2031-01-03,RI,1
B001261,John Barrasso,1952-07-21,sen,2007-06-25,2013-01-03,WY,1
B001261,John Barrasso,1952-07-21,sen,2013-01-03,2019-01-03,WY,1
B001261,John Barrasso,1952-07-21,sen,2019-01-03,2025-01-03,WY,1
B001261,John Barrasso,1952-07-21,sen,2025-01-03,2031-01-03,WY,1
W000437,Roger F. Wicker,1951-07-05,rep,1995-01-04,1997-01-03,MS,1
W000437,Roger F. Wicker,1951-07-05,rep,1997-01-07,1999-01-03,MS,1
W000437,Roger F. Wicker,1951-07-05,rep,1999-01-06,2001-01-03,MS,1
W000437,Roger F. Wicker,1951-07-05,rep,2001-01-03,2003-01-03,MS,1
W000437,Roger F. Wicker,1951-07-05,rep,2003-01-07,2005-01-03,MS,1
W000437,Roger F. Wicker,1951-07-05,rep,2005-01-04,2007-01-03,MS,1
W000437,Roger F. Wicker,1951-07-05,rep,2007-01-04,2007-12-31,MS,1
W000437,Roger F. Wicker,1951-07-05,sen,2007-12-31,2013-01-03,MS,1
W000437,Roger F. Wicker,1951-07-05,sen,2013-01-03,2019-01-03,MS,1
W000437,Roger F. Wicker,1951-07-05,sen,2019-01-03,2025-01-03,MS,1
W000437,Roger F. Wicker,1951-07-05,sen,2025-01-03,2031-01-03,MS,1
C001035,Susan M. Collins,1952-12-07,sen,1997-01-07,2003-01-03,ME,2
C001035,Susan M. Collins,1952-12-07,sen,2003-01-07,2009-01-03,ME,2
C001035,Susan M. Collins,1952-12-07,sen,2009-01-06,2015-01-03,ME,2
C001035,Susan M. Collins,1952-12-07,sen,2015-01-06,2021-01-03,ME,2
C001035,Susan M. Collins,1952-12-07,sen,2021-01-03,2027-01-03,ME,2
C001056,John Cornyn,1952-02-02,sen,2002-11-30,2003-01-03,TX,2
C001056,John Cornyn,1952-02-02,sen,2003-01-07,2009-01-03,TX,2
C001056,John Cornyn,1952-02-02,sen,2009-01-06,2015-01-03,TX,2
C001056,John Cornyn,1952-02-02,sen,2015-01-06,2021-01-03,TX,2
C001056,John Cornyn,1952-02-02,sen,2021-01-03,2027-01-03,TX,2
D000563,Richard J. Durbin,1944-11-21,rep,1983-01-03,1985-01-03,IL,20
D000563,Richard J. Durbin,1944-11-21,rep,1985-01-03,1987-01-03,IL,20
D000563,Richard J. Durbin,1944-11-21,rep,1987-01-06,1989-01-03,IL,20
D000563,Richard J. Durbin,1944-11-21,rep,1989-01-03,1991-01-03,IL,20
D000563,Richard J. Durbin,1944-11-21,rep,1991-01-03,1993-01-03,IL,20
D000563,Richard J. Durbin,1944-11-21,rep,1993-01-05,1995-01-03,IL,20
D000563,Richard J. Durbin,1944-11-21,rep,1995-01-04,1997-01-03,IL,20
D000563,Richard J. Durbin,1944-11-21,sen,1997-01-07,2003-01-03,IL,2
D000563,Richard J. Durbin,1944-11-21,sen,2003-01-07,2009-01-03,IL,2
D000563,Richard J. Durbin,1944-11-21,sen,2009-01-06,2015-01-03,IL,2
D000563,Richard J. Durbin,1944-11-21,sen,2015-01-06,2021-01-03,IL,2
D000563,Richard J. Durbin,1944-11-21,sen,2021-01-03,2027-01-03,IL,2
M000355,Mitch McConnell,1942-02-20,sen,1985-01-03,1991-01-03,KY,2
M000355,Mitch McConnell,1942-02-20,sen,1991-01-03,1997-01-03,KY,2
M000355,Mitch McConnell,1942-02-20,sen,1997-01-07,2003-01-03,KY,2
M000355,Mitch McConnell,1942-02-20,sen,2003-01-07,2009-01-03,KY,2
M000355,Mitch McConnell,1942-02-20,sen,2009-01-06,2015-01-03,KY,2
M000355,Mitch McConnell,1942-02-20,sen,2015-01-06,2021-01-03,KY,2
M000355,Mitch McConnell,1942-02-20,sen,2021-01-03,2027-01-03,KY,2
M001176,Jeff Merkley,1956-10-24,sen,2009-01-06,2015-01-03,OR,2
M001176,Jeff Merkley,1956-10-24,sen,2015-01-06,2021-01-03,OR,2
M001176,Jeff Merkley,1956-10-24,sen,2021-01-03,2027-01-03,OR,2
R000122,Jack Reed,1949-11-12,rep,1991-01-03,1993-01-03,RI,2
R000122,Jack Reed,1949-11-12,rep,1993-01-05,1995-01-03,RI,2
R000122,Jack Reed,1949-11-12,rep,1995-01-04,1997-01-03,RI,2
R000122,Jack Reed,1949-11-12,sen,1997-01-07,2003-01-03,RI,2
R000122,Jack Reed,1949-11-12,sen,2003-01-07,2009-01-03,RI,2
R000122,Jack Reed,1949-11-12,sen,2009-01-06,2015-01-03,RI,2
R000122,Jack Reed,1949-11-12,sen,2015-01-06,2021-01-03,RI,2
R000122,Jack Reed,1949-11-12,sen,2021-01-03,2027-01-03,RI,2
R000584,James E. Risch,1943-05-03,sen,2009-01-06,2015-01-03,ID,2
R000584,James E. Risch,1943-05-03,sen,2015-01-06,2021-01-03,ID,2
R000584,James E. Risch,1943-05-03,sen,2021-01-03,2027-01-03,ID,2
S001181,Jeanne Shaheen,1947-01-28,sen,2009-01-06,2015-01-03,NH,2
S001181,Jeanne Shaheen,1947-01-28,sen,2015-01-06,2021-01-03,NH,2
S001181,Jeanne Shaheen,1947-01-28,sen,2021-01-03,2027-01-03,NH,2
W000805,Mark R. Warner,1954-12-15,sen,2009-01-06,2015-01-03,VA,2
W000805,Mark R. Warner,1954-12-15,sen,2015-01-06,2021-01-03,VA,2
W000805,Mark R. Warner,1954-12-15,sen,2021-01-03,2027-01-03,VA,2
G000555,Kirsten E. Gillibrand,1966-12-09,rep,2007-01-04,2009-01-03,NY,20
G000555,Kirsten E. Gillibrand,1966-12-09,rep,2009-01-06,2009-01-26,NY,20
G000555,Kirsten E. Gillibrand,1966-12-09,sen,2009-01-27,2013-01-03,NY,1
G000555,Kirsten E. Gillibrand,1966-12-09,sen,2013-01-03,2019-01-03,NY,1
G000555,Kirsten E. Gillibrand,1966-12-09,sen,2019-01-03,2025-01-03,NY,1
G000555,Kirsten E. Gillibrand,1966-12-09,sen,2025-01-03,2031-01-03,NY,1
C001088,Christopher A. Coons,1963-09-09,sen,2010-11-15,2015-01-03,DE,2
C001088,Christopher A. Coons,1963-09-09,sen,2015-01-06,2021-01-03,DE,2
C001088,Christopher A. Coons,1963-09-09,sen,2021-01-03,2027-01-03,DE,2
A000055,Robert B. Aderholt,1965-07-22,rep,1997-01-07,1999-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,1999-01-06,2001-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2001-01-03,2003-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2003-01-07,2005-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2005-01-04,2007-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2007-01-04,2009-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2009-01-06,2011-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2011-01-05,2013-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2013-01-03,2015-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2015-01-06,2017-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2017-01-03,2019-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2019-01-03,2021-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2021-01-03,2023-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2023-01-03,2025-01-03,AL,4
A000055,Robert B. Aderholt,1965-07-22,rep,2025-01-03,2027-01-03,AL,4
B001230,Tammy Baldwin,1962-02-11,rep,1999-01-06,2001-01-03,WI,2
B001230,Tammy Baldwin,1962-02-11,rep,2001-01-03,2003-01-03,WI,2
B001230,Tammy Baldwin,1962-02-11,rep,2003-01-07,2005-01-03,WI,2
B001230,Tammy Baldwin,1962-02-11,rep,2005-01-04,2007-01-03,WI,2
B001230,Tammy Baldwin,1962-02-11,rep,2007-01-04,2009-01-03,WI,2
B001230,Tammy Baldwin,1962-02-11,rep,2009-01-06,2011-01-03,WI,2
B001230,Tammy Baldwin,1962-02-11,rep,2011-01-05,2013-01-03,WI,2
B001230,Tammy Baldwin,1962-02-11,sen,2013-01-03,2019-01-03,WI,1
B001230,Tammy Baldwin,1962-02-11,sen,2019-01-03,2025-01-03,WI,1
B001230,Tammy Baldwin,1962-02-11,sen,2025-01-03,2031-01-03,WI,1
B001267,Michael F. Bennet,1964-11-28,sen,2009-01-22,2011-01-03,CO,3
B001267,Michael F. Bennet,1964-11-28,sen,2011-01-05,2017-01-03,CO,3
B001267,Michael F. Bennet,1964-11-28,sen,2017-01-03,2023-01-03,CO,3
B001267,Michael F. Bennet,1964-11-28,sen,2023-01-03,2029-01-03,CO,3
B001257,Gus M. Bilirakis,1963-02-08,rep,2007-01-04,2009-01-03,FL,9
B001257,Gus M. Bilirakis,1963-02-08,rep,2009-01-06,2011-01-03,FL,9
B001257,Gus M. Bilirakis,1963-02-08,rep,2011-01-05,2013-01-03,FL,9
B001257,Gus M. Bilirakis,1963-02-08,rep,2013-01-03,2015-01-03,FL,12
B001257,Gus M. Bilirakis,1963-02-08,rep,2015-01-06,2017-01-03,FL,12
B001257,Gus M. Bilirakis,1963-02-08,rep,2017-01-03,2019-01-03,FL,12
B001257,Gus M. Bilirakis,1963-02-08,rep,2019-01-03,2021-01-03,FL,12
B001257,Gus M. Bilirakis,1963-02-08,rep,2021-01-03,2023-01-03,FL,12
B001257,Gus M. Bilirakis,1963-02-08,rep,2023-01-03,2025-01-03,FL,12
B001257,Gus M. Bilirakis,1963-02-08,rep,2025-01-03,2027-01-03,FL,12
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,1993-01-05,1995-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,1995-01-04,1997-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,1997-01-07,1999-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,1999-01-06,2001-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2001-01-03,2003-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2003-01-07,2005-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2005-01-04,2007-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2007-01-04,2009-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2009-01-06,2011-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2011-01-05,2013-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2013-01-03,2015-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2015-01-06,2017-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2017-01-03,2019-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2019-01-03,2021-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2021-01-03,2023-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2023-01-03,2025-01-03,GA,2
B000490,"Sanford D. Bishop, Jr.",1947-02-04,rep,2025-01-03,2027-01-03,GA,2
B001243,Marsha Blackburn,1952-06-06,rep,2003-01-07,2005-01-03,TN,7
B001243,Marsha Blackburn,1952-06-06,rep,2005-01-04,2007-01-03,TN,7
B001243,Marsha Blackburn,1952-06-06,rep,2007-01-04,2009-01-03,TN,7
B001243,Marsha Blackburn,1952-06-06,rep,2009-01-06,2011-01-03,TN,7
B001243,Marsha Blackburn,1952-06-06,rep,2011-01-05,2013-01-03,TN,7
B001243,Marsha Blackburn,1952-06-06,rep,2013-01-03,2015-01-03,TN,7
B001243,Marsha Blackburn,1952-06-06,rep,2015-01-06,2017-01-03,TN,7
B001243,Marsha Blackburn,1952-06-06,rep,2017-01-03,2019-01-03,TN,7
B001243,Marsha Blackburn,1952-06-06,sen,2019-01-03,2025-01-03,TN,1
B001243,Marsha Blackburn,1952-06-06,sen,2025-01-03,2031-01-03,TN,1
B001277,Richard Blumenthal,1946-02-13,sen,2011-01-05,2017-01-03,CT,3
B001277,Richard Blumenthal,1946-02-13,sen,2017-01-03,2023-01-03,CT,3
B001277,Richard Blumenthal,1946-02-13,sen,2023-01-03,2029-01-03,CT,3
B001236,John Boozman,1950-12-10,rep,2001-11-29,2003-01-03,AR,3
B001236,John Boozman,1950-12-10,rep,2003-01-07,2005-01-03,AR,3
B001236,John Boozman,1950-12-10,rep,2005-01-04,2007-01-03,AR,3
B001236,John Boozman,1950-12-10,rep,2007-01-04,2009-01-03,AR,3
B001236,John Boozman,1950-12-10,rep,2009-01-06,2011-01-03,AR,3
B001236,John Boozman,1950-12-10,sen,2011-01-05,2017-01-03,AR,3
B001236,John Boozman,1950-12-10,sen,2017-01-03,2023-01-03,AR,3
B001236,John Boozman,1950-12-10,sen,2023-01-03,2029-01-03,AR,3
B001260,Vern Buchanan,1951-05-08,rep,2007-01-04,2009-01-03,FL,13
B001260,Vern Buchanan,1951-05-08,rep,2009-01-06,2011-01-03,FL,13
B001260,Vern Buchanan,1951-05-08,rep,2011-01-05,2013-01-03,FL,13
B001260,Vern Buchanan,1951-05-08,rep,2013-01-03,2015-01-03,FL,16
B001260,Vern Buchanan,1951-05-08,rep,2015-01-06,2017-01-03,FL,16
B001260,Vern Buchanan,1951-05-08,rep,2017-01-03,2019-01-03,FL,16
B001260,Vern Buchanan,1951-05-08,rep,2019-01-03,2021-01-03,FL,16
B001260,Vern Buchanan,1951-05-08,rep,2021-01-03,2023-01-03,FL,16
B001260,Vern Buchanan,1951-05-08,rep,2023-01-03,2025-01-03,FL,16
B001260,Vern Buchanan,1951-05-08,rep,2025-01-03,2027-01-03,FL,16
C000059,Ken Calvert,1953-06-08,rep,1993-01-05,1995-01-03,CA,43
C000059,Ken Calvert,1953-06-08,rep,1995-01-04,1997-01-03,CA,43
C000059,Ken Calvert,1953-06-08,rep,1997-01-07,1999-01-03,CA,43
C000059,Ken Calvert,1953-06-08,rep,1999-01-06,2001-01-03,CA,43
C000059,Ken Calvert,1953-06-08,rep,2001-01-03,2003-01-03,CA,43
C000059,Ken Calvert,1953-06-08,rep,2003-01-07,2005-01-03,CA,44
C000059,Ken Calvert,1953-06-08,rep,2005-01-04,2007-01-03,CA,44
C000059,Ken Calvert,1953-06-08,rep,2007-01-04,2009-01-03,CA,44
C000059,Ken Calvert,1953-06-08,rep,2009-01-06,2011-01-03,CA,44
C000059,Ken Calvert,1953-06-08,rep,2011-01-05,2013-01-03,CA,44
C000059,Ken Calvert,1953-06-08,rep,2013-01-03,2015-01-03,CA,42
C000059,Ken Calvert,1953-06-08,rep,2015-01-06,2017-01-03,CA,42
C000059,Ken Calvert,1953-06-08,rep,2017-01-03,2019-01-03,CA,42
C000059,Ken Calvert,1953-06-08,rep,2019-01-03,2021-01-03,CA,42
C000059,Ken Calvert,1953-06-08,rep,2021-01-03,2023-01-03,CA,42
C000059,Ken Calvert,1953-06-08,rep,2023-01-03,2025-01-03,CA,41
C000059,Ken Calvert,1953-06-08,rep,2025-01-03,2027-01-03,CA,41
C001047,Shelley Moore Capito,1953-11-26,rep,2001-01-03,2003-01-03,WV,2
C001047,Shelley Moore Capito,1953-11-26,rep,2003-01-07,2005-01-03,WV,2
C001047,Shelley Moore Capito,1953-11-26,rep,2005-01-04,2007-01-03,WV,2
C001047,Shelley Moore Capito,1953-11-26,rep,2007-01-04,2009-01-03,WV,2
C001047,Shelley Moore Capito,1953-11-26,rep,2009-01-06,2011-01-03,WV,2
C001047,Shelley Moore Capito,1953-11-26,rep,2011-01-05,2013-01-03,WV,2
C001047,Shelley Moore Capito,1953-11-26,rep,2013-01-03,2015-01-03,WV,2
C001047,Shelley Moore Capito,1953-11-26,sen,2015-01-06,2021-01-03,WV,2
C001047,Shelley Moore Capito,1953-11-26,sen,2021-01-03,2027-01-03,WV,2
C001072,André Carson,1974-10-16,rep,2008-03-13,2009-01-03,IN,7
C001072,André Carson,1974-10-16,rep,2009-01-06,2011-01-03,IN,7
C001072,André Carson,1974-10-16,rep,2011-01-05,2013-01-03,IN,7
C001072,André Carson,1974-10-16,rep,2013-01-03,2015-01-03,IN,7
C001072,André Carson,1974-10-16,rep,2015-01-06,2017-01-03,IN,7
C001072,André Carson,1974-10-16,rep,2017-01-03,2019-01-03,IN,7
C001072,André Carson,1974-10-16,rep,2019-01-03,2021-01-03,IN,7
C001072,André Carson,1974-10-16,rep,2021-01-03,2023-01-03,IN,7
C001072,André Carson,1974-10-16,rep,2023-01-03,2025-01-03,IN,7
C001072,André Carson,1974-10-16,rep,2025-01-03,2027-01-03,IN,7
C001051,John R. Carter,1941-11-06,rep,2003-01-07,2005-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2005-01-04,2007-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2007-01-04,2009-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2009-01-06,2011-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2011-01-05,2013-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2013-01-03,2015-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2015-01-06,2017-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2017-01-03,2019-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2019-01-03,2021-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2021-01-03,2023-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2023-01-03,2025-01-03,TX,31
C001051,John R. Carter,1941-11-06,rep,2025-01-03,2027-01-03,TX,31
C001075,Bill Cassidy,1957-09-28,rep,2009-01-06,2011-01-03,LA,6
C001075,Bill Cassidy,1957-09-28,rep,2011-01-05,2013-01-03,LA,6
C001075,Bill Cassidy,1957-09-28,rep,2013-01-03,2015-01-03,LA,6
C001075,Bill Cassidy,1957-09-28,sen,2015-01-06,2021-01-03,LA,2
C001075,Bill Cassidy,1957-09-28,sen,2021-01-03,2027-01-03,LA,2
C001066,Kathy Castor,1966-08-20,rep,2007-01-04,2009-01-03,FL,11
C001066,Kathy Castor,1966-08-20,rep,2009-01-06,2011-01-03,FL,11
C001066,Kathy Castor,1966-08-20,rep,2011-01-05,2013-01-03,FL,11
C001066,Kathy Castor,1966-08-20,rep,2013-01-03,2015-01-03,FL,14
C001066,Kathy Castor,1966-08-20,rep,2015-01-06,2017-01-03,FL,14
C001066,Kathy Castor,1966-08-20,rep,2017-01-03,2019-01-03,FL,14
C001066,Kathy Castor,1966-08-20,rep,2019-01-03,2021-01-03,FL,14
C001066,Kathy Castor,1966-08-20,rep,2021-01-03,2023-01-03,FL,14
C001066,Kathy Castor,1966-08-20,rep,2023-01-03,2025-01-03,FL,14
C001066,Kathy Castor,1966-08-20,rep,2025-01-03,2027-01-03,FL,14
C001080,Judy Chu,1953-07-07,rep,2009-07-16,2011-01-03,CA,32
C001080,Judy Chu,1953-07-07,rep,2011-01-05,2013-01-03,CA,32
C001080,Judy Chu,1953-07-07,rep,2013-01-03,2015-01-03,CA,27
C001080,Judy Chu,1953-07-07,rep,2015-01-06,2017-01-03,CA,27
C001080,Judy Chu,1953-07-07,rep,2017-01-03,2019-01-03,CA,27
C001080,Judy Chu,1953-07-07,rep,2019-01-03,2021-01-03,CA,27
C001080,Judy Chu,1953-07-07,rep,2021-01-03,2023-01-03,CA,27
C001080,Judy Chu,1953-07-07,rep,2023-01-03,2025-01-03,CA,28
C001080,Judy Chu,1953-07-07,rep,2025-01-03,2027-01-03,CA,28
C001067,Yvette D. Clarke,1964-11-21,rep,2007-01-04,2009-01-03,NY,11
C001067,Yvette D. Clarke,1964-11-21,rep,2009-01-06,2011-01-03,NY,11
C001067,Yvette D. Clarke,1964-11-21,rep,2011-01-05,2013-01-03,NY,11
C001067,Yvette D. Clarke,1964-11-21,rep,2013-01-03,2015-01-03,NY,9
C001067,Yvette D. Clarke,1964-11-21,rep,2015-01-06,2017-01-03,NY,9
C001067,Yvette D. Clarke,1964-11-21,rep,2017-01-03,2019-01-03,NY,9
C001067,Yvette D. Clarke,1964-11-21,rep,2019-01-03,2021-01-03,NY,9
C001067,Yvette D. Clarke,1964-11-21,rep,2021-01-03,2023-01-03,NY,9
C001067,Yvette D. Clarke,1964-11-21,rep,2023-01-03,2025-01-03,NY,9
C001067,Yvette D. Clarke,1964-11-21,rep,2025-01-03,2027-01-03,NY,9
C001061,Emanuel Cleaver,1944-10-26,rep,2005-01-04,2007-01-03,MO,5
C001061,Emanuel Cleaver,1944-10-26,rep,2007-01-04,2009-01-03,MO,5
C001061,Emanuel Cleaver,1944-10-26,rep,2009-01-06,2011-01-03,MO,5
C001061,Emanuel Cleaver,1944-10-26,rep,2011-01-05,2013-01-03,MO,5
C001061,Emanuel Cleaver,1944-10-26,rep,2013-01-03,2015-01-03,MO,5
C001061,Emanuel Cleaver,1944-10-26,rep,2015-01-06,2017-01-03,MO,5
C001061,Emanuel Cleaver,1944-10-26,rep,2017-01-03,2019-01-03,MO,5
C001061,Emanuel Cleaver,1944-10-26,rep,2019-01-03,2021-01-03,MO,5
C001061,Emanuel Cleaver,1944-10-26,rep,2021-01-03,2023-01-03,MO,5
C001061,Emanuel Cleaver,1944-10-26,rep,2023-01-03,2025-01-03,MO,5
C001061,Emanuel Cleaver,1944-10-26,rep,2025-01-03,2027-01-03,MO,5
C000537,James E. Clyburn,1940-07-21,rep,1993-01-05,1995-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,1995-01-04,1997-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,1997-01-07,1999-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,1999-01-06,2001-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2001-01-03,2003-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2003-01-07,2005-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2005-01-04,2007-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2007-01-04,2009-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2009-01-06,2011-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2011-01-05,2013-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2013-01-03,2015-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2015-01-06,2017-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2017-01-03,2019-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2019-01-03,2021-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2021-01-03,2023-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2023-01-03,2025-01-03,SC,6
C000537,James E. Clyburn,1940-07-21,rep,2025-01-03,2027-01-03,SC,6
C001068,Steve Cohen,1949-05-24,rep,2007-01-04,2009-01-03,TN,9
C001068,Steve Cohen,1949-05-24,rep,2009-01-06,2011-01-03,TN,9
C001068,Steve Cohen,1949-05-24,rep,2011-01-05,2013-01-03,TN,9
C001068,Steve Cohen,1949-05-24,rep,2013-01-03,2015-01-03,TN,9
C001068,Steve Cohen,1949-05-24,rep,2015-01-06,2017-01-03,TN,9
C001068,Steve Cohen,1949-05-24,rep,2017-01-03,2019-01-03,TN,9
C001068,Steve Cohen,1949-05-24,rep,2019-01-03,2021-01-03,TN,9
C001068,Steve Cohen,1949-05-24,rep,2021-01-03,2023-01-03,TN,9
C001068,Steve Cohen,1949-05-24,rep,2023-01-03,2025-01-03,TN,9
C001068,Steve Cohen,1949-05-24,rep,2025-01-03,2027-01-03,TN,9
C001053,Tom Cole,1949-04-28,rep,2003-01-07,2005-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2005-01-04,2007-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2007-01-04,2009-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2009-01-06,2011-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2011-01-05,2013-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2013-01-03,2015-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2015-01-06,2017-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2017-01-03,2019-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2019-01-03,2021-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2021-01-03,2023-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2023-01-03,2025-01-03,OK,4
C001053,Tom Cole,1949-04-28,rep,2025-01-03,2027-01-03,OK,4
C001059,Jim Costa,1952-04-13,rep,2005-01-04,2007-01-03,CA,20
C001059,Jim Costa,1952-04-13,rep,2007-01-04,2009-01-03,CA,20
C001059,Jim Costa,1952-04-13,rep,2009-01-06,2011-01-03,CA,20
C001059,Jim Costa,1952-04-13,rep,2011-01-05,2013-01-03,CA,20
C001059,Jim Costa,1952-04-13,rep,2013-01-03,2015-01-03,CA,16
C001059,Jim Costa,1952-04-13,rep,2015-01-06,2017-01-03,CA,16
C001059,Jim Costa,1952-04-13,rep,2017-01-03,2019-01-03,CA,16
C001059,Jim Costa,1952-04-13,rep,2019-01-03,2021-01-03,CA,16
C001059,Jim Costa,1952-04-13,rep,2021-01-03,2023-01-03,CA,16
C001059,Jim Costa,1952-04-13,rep,2023-01-03,2025-01-03,CA,21
C001059,Jim Costa,1952-04-13,rep,2025-01-03,2027-01-03,CA,21
